iter	RMSE
140	8.240303753
141	8.238114809
142	8.234987792
143	8.232485191
144	8.227166535
145	8.224210608
146	8.218407138
147	8.214457621
148	8.210003139
149	8.206586292
150	8.203103651
151	8.198233715
152	8.194016428
153	8.189882277
154	8.185562959
155	8.182684685
156	8.179252624
157	8.175905845
158	8.173009874
159	8.169554412
160	8.165236831
161	8.161616437
162	8.157514639
163	8.1541404
164	8.150121264
165	8.147233518
166	8.143895418
167	8.139267042
168	8.135620796
169	8.129921608
170	8.126270068
171	8.122367792
172	8.118114027
173	8.115383532
174	8.11111681
175	8.106768538
176	8.102265718
177	8.09787515
178	8.094514827
179	8.091635261
180	8.087621749
181	8.082961158
182	8.080157191
183	8.076884409
184	8.072835966
185	8.069503599
186	8.065447166
187	8.060565639
188	8.056753898
189	8.05359642
190	8.049365496
191	8.04635684
192	8.042150208
193	8.03756909
194	8.033068159
195	8.028086986
196	8.023584245
197	8.018852169
198	8.015001063
199	8.011318681
200	8.006935796
201	8.002699872
202	7.999448427
203	7.995978313
204	7.992205209
205	7.987128071
206	7.984014918
207	7.980248052
208	7.976628253
209	7.972888035
210	7.969716059
211	7.9658607
212	7.961753301
213	7.957054204
214	7.951782298
215	7.947112384
216	7.943151709
217	7.939646582
218	7.936529467
219	7.932338099
220	7.928669189
221	7.924315613
222	7.919110107
223	7.914973406
224	7.911314153
225	7.907804405
226	7.903871361
227	7.900423205
228	7.896495065
229	7.892308438
230	7.886443819
231	7.881871569
232	7.876911907
233	7.872927613
234	7.869691868
235	7.864408174
236	7.861158897
237	7.857275213
238	7.853148208
239	7.849885681
240	7.84649606
241	7.843190409
242	7.838886336
243	7.835725877
244	7.832774214
245	7.829202588
246	7.826594111
247	7.823369524
248	7.817528416
249	7.813699716
250	7.809550472
251	7.804834144
252	7.801193663
253	7.796625953
254	7.791856462
255	7.787187068
256	7.783480821
257	7.779684257
258	7.77400353
259	7.769971568
260	7.765833607
261	7.760570086
262	7.757301323
263	7.753453079
264	7.750313792
265	7.745675094
266	7.740764152
267	7.736504793
268	7.733855316
269	7.729114258
270	7.725807714
271	7.721622178
272	7.717697083
273	7.715126953
274	7.712060327
275	7.707623556
276	7.70315215
277	7.700432
278	7.695759799
279	7.691601644
280	7.687530682
281	7.684689464
282	7.679350023
283	7.676616827
284	7.673152376
285	7.670427123
286	7.667050197
287	7.663032641
288	7.658142375
289	7.654005318
290	7.651386251
291	7.648211458
292	7.645615903
293	7.639826051
294	7.636365496
295	7.633437526
296	7.628835611
297	7.626265187
298	7.62278239
299	7.61912226
300	7.615310699
301	7.612561437
302	7.609112152
303	7.605899301
304	7.602813446
305	7.598129189
306	7.594588801
307	7.591381484
308	7.588178737
309	7.583763856
310	7.579484885
311	7.576697382
312	7.57378625
313	7.569445649
314	7.56515204
315	7.5613558
316	7.556944651
317	7.55327576
318	7.54979829
319	7.546611987
320	7.54393085
321	7.540444826
322	7.537775232
323	7.534339015
324	7.53030668
325	7.527750551
326	7.52531057
327	7.521610241
328	7.519004436
329	7.515156376
330	7.512186392
331	7.50871556
332	7.505845091
333	7.501556356
334	7.498063728
335	7.495093274
336	7.492853304
337	7.489337748
338	7.486106025
339	7.479882043
340	7.476533375
341	7.473615791
342	7.469338596
343	7.466000977
344	7.461549356
345	7.458767038
346	7.455485851
347	7.45259537
348	7.450375863
349	7.447763438
350	7.444403774
351	7.440778944
352	7.438078234
353	7.436079125
354	7.431660697
355	7.429363752
356	7.425857173
357	7.422952811
358	7.419606796
359	7.416234716
360	7.412861488
361	7.406896899
362	7.404382931
363	7.401617618
364	7.399421803
365	7.3965789
366	7.392963827
367	7.389666318
368	7.385824435
369	7.382722289
370	7.37933979
371	7.375225339
372	7.370419369
373	7.36698867
374	7.36307396
375	7.360984688
376	7.357737881
377	7.354734121
378	7.35153529
379	7.348953597
380	7.346000353
381	7.343759348
382	7.338723234
383	7.333459347
384	7.329869106
385	7.327027723
386	7.323972455
387	7.320567813
388	7.318151259
389	7.314590509
390	7.312293212
391	7.308653481
392	7.304243368
393	7.302538843
394	7.300416414
395	7.297260797
396	7.292986863
397	7.290202769
398	7.287257503
399	7.283938157
400	7.280218493
401	7.277471123
402	7.274914963
403	7.271170934
404	7.266182055
405	7.263045448
406	7.258795873
407	7.255514643
408	7.253497168
409	7.24995042
410	7.246812521
411	7.24381164
412	7.241166142
413	7.238869628
414	7.235882538
415	7.233276389
416	7.230787214
417	7.226563917
418	7.223316588
419	7.220601763
420	7.216990295
421	7.214552859
422	7.212243954
423	7.209105774
424	7.204182893
425	7.202021788
426	7.199417843
427	7.194324433
428	7.191838747
429	7.188451058
430	7.184541401
431	7.180374948
432	7.177294232
433	7.173845575
434	7.170443327
435	7.168588531
436	7.166196669
437	7.161975879
438	7.158850359
439	7.156046779
440	7.152551905
441	7.148897816
442	7.144435984
443	7.14218121
444	7.139548431
445	7.136001644
446	7.131822985
447	7.129054997
448	7.12594837
449	7.122307085
450	7.119004693
451	7.116072481
452	7.112480886
453	7.109690401
454	7.106798132
455	7.103246693
456	7.100676373
457	7.097047948
458	7.094268822
459	7.091073504
460	7.088157205
461	7.085263708
462	7.08249402
463	7.079014432
464	7.076514418
465	7.074304611
466	7.071088736
467	7.069162326
468	7.065501884
469	7.061552644
470	7.059110397
471	7.055315876
472	7.052110656
473	7.048755382
474	7.046610673
475	7.044249268
476	7.04162608
477	7.039781418
478	7.037086677
479	7.034207608
480	7.031983193
481	7.030223711
482	7.026628978
483	7.024967701
484	7.0211488
485	7.018025301
486	7.014997242
487	7.012006302
488	7.008557745
489	7.005832629
490	7.003338204
491	6.999097771
492	6.995472513
493	6.991151268
494	6.986937803
495	6.983754357
496	6.981166605
497	6.97823289
498	6.97474931
499	6.971886232
500	6.96924811
501	6.965524304
502	6.964011049
503	6.961005511
504	6.958094516
505	6.955034497
506	6.951700786
507	6.948999337
508	6.945676443
509	6.941436064
510	6.939428035
511	6.936977068
512	6.934484897
513	6.931196245
514	6.927070091
515	6.925474555
516	6.921516688
517	6.919317639
518	6.915767726
519	6.912948565
520	6.909955076
521	6.907116021
522	6.904606729
523	6.901919069
524	6.897715477
525	6.895552172
526	6.892665735
527	6.889914021
528	6.886121148
529	6.883303663
530	6.879590247
531	6.876834597
532	6.873598959
533	6.870993391
534	6.868929386
535	6.866514496
536	6.86321102
537	6.861113138
538	6.85870082
539	6.856095722
540	6.853195624
541	6.850104509
542	6.847595675
543	6.844393192
544	6.841622276
545	6.839055286
546	6.835502119
547	6.832041054
548	6.828778773
549	6.826514829
550	6.824579982
551	6.821200781
552	6.818090121
553	6.815703268
554	6.812750063
555	6.809897408
556	6.807641706
557	6.804837389
558	6.802183453
559	6.799397791
560	6.79664728
561	6.793618304
562	6.790858328
563	6.788097783
564	6.785532325
565	6.783149124
566	6.781271072
567	6.778146918
568	6.774832294
569	6.771839486
570	6.769148258
571	6.767275222
572	6.762672265
573	6.759478402
574	6.756315841
575	6.752030617
576	6.750175981
577	6.7475866
578	6.74578211
579	6.744022229
580	6.742011271
581	6.740160552
582	6.735840275
583	6.734068202
584	6.730671184
585	6.726544139
586	6.724164429
587	6.721988147
588	6.719476683
589	6.716935912
590	6.714165394
591	6.711478278
592	6.709257065
593	6.706590835
594	6.704883016
595	6.702424674
596	6.699527515
597	6.6970995
598	6.693786555
599	6.689500663
600	6.686148901
601	6.683603459
602	6.680758177
603	6.677019974
604	6.673833547
605	6.671688458
606	6.668193938
607	6.665757806
608	6.663750233
609	6.660025414
610	6.656673231
611	6.655127375
612	6.651355148
613	6.649054116
614	6.645265334
615	6.640373635
616	6.63817014
617	6.635939879
618	6.634252782
619	6.632639378
620	6.630036185
621	6.625030163
622	6.622298606
623	6.620996352
624	6.61841994
625	6.615212392
626	6.612090408
627	6.608961317
628	6.606914598
629	6.605075261
630	6.603072069
631	6.601355636
632	6.597623397
633	6.595049867
634	6.592249021
635	6.589897503
636	6.586338874
637	6.584474772
638	6.58153776
639	6.57835275
640	6.575303705
641	6.573383911
642	6.571315491
643	6.56808224
644	6.565933971
645	6.563567373
646	6.561504295
647	6.559636326
648	6.5557394
649	6.55417031
650	6.55122925
651	6.549229559
652	6.547161114
653	6.544927325
654	6.542170268
655	6.539629967
656	6.53590872
657	6.532653657
658	6.531331186
659	6.529212206
660	6.527607369
661	6.52535352
662	6.522620257
663	6.518595643
664	6.514566124
665	6.510761577
666	6.508795756
667	6.504205478
668	6.501710535
669	6.499077767
670	6.496374411
671	6.494007276
672	6.49138277
673	6.488485305
674	6.486131192
675	6.483151482
676	6.480551588
677	6.478953398
678	6.475945257
679	6.473000244
680	6.470047249
681	6.468173107
682	6.465697094
683	6.462942708
684	6.460730629
685	6.458014857
686	6.45418204
687	6.451476238
688	6.449477653
689	6.447469736
690	6.44518642
691	6.443779652
692	6.44081198
693	6.437827463
694	6.436060365
695	6.433727517
696	6.431574675
697	6.430088596
698	6.426898019
699	6.423576843
700	6.420685383
701	6.417249766
702	6.415482899
703	6.412173285
704	6.409233959
705	6.407274624
706	6.405226397
707	6.402616527
708	6.398784141
709	6.396218988
710	6.394862974
711	6.39316392
712	6.389689743
713	6.387686942
714	6.385008176
715	6.383187027
716	6.380247907
717	6.377432502
718	6.374297046
719	6.372716907
720	6.370698475
721	6.369323289
722	6.366707691
723	6.365174116
724	6.362334054
725	6.357658536
726	6.35462457
727	6.353327906
728	6.350584184
729	6.347133973
730	6.345234522
731	6.343932302
732	6.340353174
733	6.338059494
734	6.335978509
735	6.334016581
736	6.331679422
737	6.328781016
738	6.326472549
739	6.324168316
740	6.321833123
741	6.319878965
742	6.316632399
743	6.314822209
744	6.312048005
745	6.31003959
746	6.307306512
747	6.3046538
748	6.302421787
749	6.299699163
750	6.297706721
751	6.294880421
752	6.292585654
753	6.290870514
754	6.289294154
755	6.285748307
756	6.282824021
757	6.280757498
758	6.278310882
759	6.275102091
760	6.271930353
761	6.268785284
762	6.266325202
763	6.263897644
764	6.261789074
765	6.259117949
766	6.257287677
767	6.254727995
768	6.252455731
769	6.250974107
770	6.248426973
771	6.246149328
772	6.244295593
773	6.243150806
774	6.241167788
775	6.238612759
776	6.235568187
777	6.231833956
778	6.229974329
779	6.227677517
780	6.225910415
781	6.223608134
782	6.219769538
783	6.217813326
784	6.215493205
785	6.213675549
786	6.210631755
787	6.209062303
788	6.206200994
789	6.203936747
790	6.202399095
791	6.20086458
792	6.198494667
793	6.195198752
794	6.192697628
795	6.190279528
796	6.18639616
797	6.183035999
798	6.181192756
799	6.178351707
800	6.175313236
801	6.172474222
802	6.171196647
803	6.168096423
804	6.164648303
805	6.163179693
806	6.160341167
807	6.158802348
808	6.155562814
809	6.152958954
810	6.150560288
811	6.147836045
812	6.145705248
813	6.14243711
814	6.139634319
815	6.137237747
816	6.135949228
817	6.133801651
818	6.13094302
819	6.129458137
820	6.127473555
821	6.124681784
822	6.123156204
823	6.120822648
824	6.118974599
825	6.116310708
826	6.114598906
827	6.112182673
828	6.110788554
829	6.109404252
830	6.106860736
831	6.104628237
832	6.102942151
833	6.101288224
834	6.099214523
835	6.09662669
836	6.094759933
837	6.092374477
838	6.088857889
839	6.086929634
840	6.084894551
841	6.08302175
842	6.080721491
843	6.078819165
844	6.076274859
845	6.073183426
846	6.070064902
847	6.068482035
848	6.065940781
849	6.062944284
850	6.061272108
851	6.05844838
852	6.056557666
853	6.05448414
854	6.052513816
855	6.050868422
856	6.048925916
857	6.04670221
858	6.044905385
859	6.042424674
860	6.040531598
861	6.038072329
862	6.03588424
863	6.033848663
864	6.031136976
865	6.029970106
866	6.027299243
867	6.025464869
868	6.023215453
869	6.021557536
870	6.019463185
871	6.017370676
872	6.016049971
873	6.014022684
874	6.011343435
875	6.010309102
876	6.008913347
877	6.006444072
878	6.005222065
879	6.003040717
880	6.002007361
881	5.999807301
882	5.997683082
883	5.995536533
884	5.99165167
885	5.989516616
886	5.987209319
887	5.985704832
888	5.983812778
889	5.981557794
890	5.980156987
891	5.977737666
892	5.97516225
893	5.973552813
894	5.972488812
895	5.969474449
896	5.967927384
897	5.966145953
898	5.963728208
899	5.962049992
900	5.959872256
901	5.957056645
902	5.953967969
903	5.952308478
904	5.949025506
905	5.94749029
906	5.945886607
907	5.943618428
908	5.942357306
909	5.940313797
910	5.938464027
911	5.936357159
912	5.93389792
913	5.931923293
914	5.929765997
915	5.92665927
916	5.923608958
917	5.922173596
918	5.920105093
919	5.917876747
920	5.914910771
921	5.91319182
922	5.91098627
923	5.909196262
924	5.907177861
925	5.905814002
926	5.904275253
927	5.902200273
928	5.899765646
929	5.898014672
930	5.896243286
931	5.894313756
932	5.891980839
933	5.890403236
934	5.888754609
935	5.886876971
936	5.884574324
937	5.881555352
938	5.879153835
939	5.876856443
940	5.875684532
941	5.874799795
942	5.872030651
943	5.870104703
944	5.868277311
945	5.866498302
946	5.863121015
947	5.860691079
948	5.857610326
949	5.854520214
950	5.852317828
951	5.849372336
952	5.848645716
953	5.846170053
954	5.844750915
955	5.843166647
956	5.841551049
957	5.839655463
958	5.836787653
959	5.835822305
960	5.83326985
961	5.831301642
962	5.828641678
963	5.826261742
964	5.824466187
965	5.822572298
966	5.819966526
967	5.817866995
968	5.816231266
969	5.815081015
970	5.811819317
971	5.809796778
972	5.807552878
973	5.805338317
974	5.803399676
975	5.800640438
976	5.798029847
977	5.795085186
978	5.79259009
979	5.790696514
980	5.788923894
981	5.786804608
982	5.785393003
983	5.783606036
984	5.779980292
985	5.777649215
986	5.774543235
987	5.771575585
988	5.769177187
989	5.767663597
990	5.765156862
991	5.76228494
992	5.76061502
993	5.758824974
994	5.756954409
995	5.754476881
996	5.753437752
997	5.751565598
998	5.749248945
999	5.747493379
