iter	RMSE
873	2133.473995
874	2131.906698
875	2131.182155
876	2130.140748
877	2128.909996
878	2128.420932
879	2126.195573
880	2125.678618
881	2124.029191
882	2122.942746
883	2121.634345
884	2121.423271
885	2120.592909
886	2119.506294
887	2118.729779
888	2117.398207
889	2116.970897
890	2115.956522
891	2115.204375
892	2114.222895
893	2112.684406
894	2111.549916
895	2110.771052
896	2109.788311
897	2107.685063
898	2106.8799
899	2106.039994
900	2104.282132
901	2103.386417
902	2102.045571
903	2101.609188
904	2100.275779
905	2099.875832
906	2099.113046
907	2097.841103
908	2096.110324
909	2095.736354
910	2094.904936
911	2093.30613
912	2092.644523
913	2091.714035
914	2091.306236
915	2090.551513
916	2089.638601
917	2088.853659
918	2087.42524
919	2086.541213
920	2085.332193
921	2084.065007
922	2082.839373
923	2081.365881
924	2080.640851
925	2079.485019
926	2078.819391
927	2076.843777
928	2076.218148
929	2075.193751
930	2074.275563
931	2073.495117
932	2071.66705
933	2070.977174
934	2070.40125
935	2069.297657
936	2068.810731
937	2068.159335
938	2067.197449
939	2065.714192
940	2064.803263
941	2063.297585
942	2062.253377
943	2062.037534
944	2061.341669
945	2060.322327
946	2059.671225
947	2058.392887
948	2057.585558
949	2056.446081
950	2054.948169
951	2054.21813
952	2052.269175
953	2051.22415
954	2051.058048
955	2050.170853
956	2049.531216
957	2048.831526
958	2047.484894
959	2046.950355
960	2044.868044
961	2044.230442
962	2043.650385
963	2043.192988
964	2042.5344
965	2041.640867
966	2041.155722
967	2040.613572
968	2038.935094
969	2038.202504
970	2037.128159
971	2036.270645
972	2036.198399
973	2035.967957
974	2035.129984
975	2034.548327
976	2033.982003
977	2033.258388
978	2031.964053
979	2030.667274
980	2029.869007
981	2029.156561
982	2028.850798
983	2028.249344
984	2027.852683
985	2026.875964
986	2026.341783
987	2025.492055
988	2023.784482
989	2022.709726
990	2022.058831
991	2020.749758
992	2018.875423
993	2018.119977
994	2016.2097
995	2015.371595
996	2014.927757
997	2014.285283
998	2013.674179
999	2013.077697
